Entrance Description,Routes,Entrance Latitude,Entrance Longitude
Canal St - 6th Ave & Walker St (NE),"A,C,E",40.71987,-74.005038
Canal St - Thompson St & Canal St (NE),"A,C,E",40.721967,-74.005133
Canal St - St. John La & Laight St (SE),"A,C,E",40.721651,-74.005634
Canal St - Lispenard St & West Broadway (NE),"A,C,E",40.720704,-74.004999
Cathedral Parkway-110th St - Frederick Douglass Blvd & 109th St (SW),"B,C",40.800002,-73.958882
Cathedral Parkway-110th St - Frederick Douglass Blvd & Cathedral Pkwy (SW),"B,C",40.800866,-73.958405
Cathedral Parkway-110th St - Frederick Douglass Blvd & 109th St (NE),"B,C",40.800002,-73.958448
Chambers St - Church St & Chambers St (SW),"A,C,E,2,3",40.714873,-74.008162
Chambers St - Church St & Warren St (SE),"A,C,E,2,3",40.7142,-74.008357
Chambers St - Church St & Warren St (NW),"A,C,E,2,3",40.714539,-74.008428
Chambers St - Church St & Warren St (SW),"A,C,E,2,3",40.714313,-74.008584
Chambers St - Church St & Murray St (NW),"A,C,E,2,3",40.713949,-74.00896
Chambers St - Church St & Chambers St (NE),"A,C,E,2,3",40.714992,-74.007739
Chambers St - Church St & Chambers St (NW),"A,C,E,2,3",40.715099,-74.007989
Chambers St - Church St & Murray St (SW),"A,C,E,2,3",40.713753,-74.009046
Chambers St - Church St & Chambers St (SE),"A,C,E,2,3",40.714777,-74.007903
Dyckman St-200th St - Broadway & Dyckman St (NW),A,40.865744,-73.927172
Dyckman St-200th St - Broadway & Dyckman St (NW),A,40.865758,-73.927266
Dyckman St-200th St - Broadway & Dyckman St (NE),A,40.865446,-73.927035
Dyckman St-200th St - Broadway & Dyckman St (NE),A,40.865342,-73.926964
Dyckman St-200th St - Broadway & Dyckman St (SE),A,40.865248,-73.927279
Dyckman St-200th St - Broadway & Dyckman St (SE),A,40.865296,-73.927411
Dyckman St-200th St - Broadway & Dyckman St (SW),A,40.865362,-73.928059
High St - Cadman Plaza West & Cranberry St (NW),"A,C,J,Z,2,3,4,5.0",40.699405,-73.991413
High St - Sands St & Adams St (SE),"A,C,J,Z,2,3,4,5.0",40.699212,-73.988274
High St - Red Cross Pl & Adams St (SW),"A,C,J,Z,2,3,4,5.0",40.699112,-73.98892
Inwood - 207th St - Broadway & 207th St (SE),A,40.867512,-73.92133
Inwood - 207th St - Broadway & 207th St (NW),A,40.867892,-73.921234
Inwood - 207th St - Broadway & 207th St (SW),A,40.867799,-73.921431
Inwood - 207th St - Broadway & 207th St (SW),A,40.867653,-73.920949
Inwood - 207th St - Broadway & Isham St (NW),A,40.868284,-73.919607
Inwood - 207th St - Broadway & 211th St (NE),A,40.868036,-73.919284
Spring St - 6th Ave & Vandam St (SW),"C,E",40.726208,-74.00399
Spring St - 6th Ave & Spring St (NW),"C,E",40.725595,-74.004326
Spring St - 6th Ave & Spring St (NE),"C,E",40.725583,-74.003747
West 4th St - 6th Ave & West 3rd St (NW),"A,B,C,D,E,F,M",40.731133,-74.001534
West 4th St - 6th Ave & West 3rd St (NE),"A,B,C,D,E,F,M",40.731091,-74.001127
West 4th St - 6th Ave & Waverly Pl (NE),"A,B,C,D,E,F,M",40.733259,-73.999615
West 4th St - 6th Ave & Waverly Pl (NW),"A,B,C,D,E,F,M",40.733072,-74.000192
West 4th St - 6th Ave & Waverly Pl (NE),"A,B,C,D,E,F,M",40.733067,-73.999728
West 4th St -  &  (),"A,B,C,D,E,F,M",40.731086,-74.001209
World Trade Center - Church St & Park Pl (NE),"A,C,E,2,3",40.713333,-74.009033
World Trade Center - Church St & Barclay St (SW),"A,C,E,2,3",40.712681,-74.009891
World Trade Center - Church St & Park Pl (SW),"A,C,E,2,3",40.713286,-74.009511
World Trade Center - Church St & Park Pl (SE),"A,C,E,2,3",40.713036,-74.009245
World Trade Center - Church St & Park Pl (NW),"A,C,E,2,3",40.713435,-74.009292
World Trade Center - Church St &  (),"A,C,E,2,3",40.711793,-74.010165
World Trade Center - Church St &  (),"A,C,E,2,3",40.71171,-74.010204
World Trade Center - Church St & Vesey St (NW),"A,C,E,2,3",40.712258,-74.010306
Jamaica-Van Wyck - Van Wyck Expwy & 89th Ave (SW),E,40.701241,-73.816577
Jamaica-Van Wyck - Van Wyck Expwy & Jamaica Ave (NW),E,40.702731,-73.81727
Jamaica-Van Wyck - Van Wyck Expwy & 89th Ave (SW),E,40.701263,-73.816372
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (SW),"E,J,Z",40.702311,-73.799991
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (NE),"E,J,Z",40.702353,-73.799784
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (NE),"E,J,Z",40.701855,-73.80174
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (NE),"E,J,Z",40.702821,-73.799843
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (NE),"E,J,Z",40.701886,-73.801754
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (NE),"E,J,Z",40.702674,-73.799786
Parsons Blvd-Archer Av - Jamaica Center - Parsons Blvd & Archer Ave (SW),"E,J,Z",40.702324,-73.80001
Parsons Blvd-Archer Av - Jamaica Center - 153rd St & Archer Ave (NE),"E,J,Z",40.702234,-73.801859
Parsons Blvd-Archer Av - Jamaica Center - 153rd St & Archer Ave (SW),"E,J,Z",40.701874,-73.801747
Parsons Blvd-Archer Av - Jamaica Center - 158th St & Archer Ave (SW),"E,J,Z",40.70164,-73.802478
Sutphin Blvd-Archer Av - JFK - Sutphin Blvd & Archer Ave (SW),"E,J,Z",40.700401,-73.807976
Sutphin Blvd-Archer Av - JFK - Sutphin Blvd & Archer Ave (NW),"E,J,Z",40.70081,-73.807923
Sutphin Blvd-Archer Av - JFK - Sutphin Blvd & Archer Ave (SE),"E,J,Z",40.700554,-73.807353
Sutphin Blvd-Archer Av - JFK - Sutphin Blvd & Archer Ave (NE),"E,J,Z",40.700872,-73.807673
155th St - Frederick Douglass Blvd & 156th St (NW),"B,D",40.830313,-73.936687
167th St - Grand Concourse & 167th St (NW),"B,D",40.834788,-73.917838
167th St - Grand Concourse & 167th St (NE),"B,D",40.834609,-73.917245
167th St - Grand Concourse & McClellan St (SE),"B,D",40.832912,-73.918822
167th St - Grand Concourse & McClellan St (SW),"B,D",40.833111,-73.919399
167th St - Grand Concourse & 167th St (SW),"B,D",40.834466,-73.918155
167th St - Grand Concourse & 167th St (SE),"B,D",40.834286,-73.917562
170th St - Grand Concourse & 171st St (NW),"B,D",40.840097,-73.913333
170th St - Grand Concourse & 170th St (SE),"B,D",40.838421,-73.913626
170th St - Grand Concourse & 170th St (NW),"B,D",40.838991,-73.914037
170th St - Grand Concourse & 170th St (SW),"B,D",40.838618,-73.914191
170th St - Grand Concourse & 171st St (NE),"B,D",40.839751,-73.912743
174-175th Sts - Grand Concourse & 175th St (NE),"B,D",40.846354,-73.909047
174-175th Sts - Grand Concourse & 175th St (SW),"B,D",40.846461,-73.909796
174-175th Sts - Grand Concourse & 174th St (NE),"B,D",40.844939,-73.910885
174-175th Sts - Grand Concourse & 174th St (NW),"B,D",40.844933,-73.911212
182nd-183rd Sts - Grand Concourse & 182nd St (NE),"B,D",40.856039,-73.900449
182nd-183rd Sts - Grand Concourse & 182nd St (SW),"B,D",40.856038,-73.90114
182nd-183rd Sts - Grand Concourse & 182nd St (SE),"B,D",40.855864,-73.900484
182nd-183rd Sts - Grand Concourse & 182nd St (NW),"B,D",40.856237,-73.901115
Bedford Park Blvd - Grand Concourse & Bedofrd Park Blvd (NE),"B,D",40.872135,-73.887459
Bedford Park Blvd - Grand Concourse & 203rd St (NE),"B,D",40.874025,-73.886466
Bedford Park Blvd - Grand Concourse & 203rd St (NW),"B,D",40.874084,-73.887112
Bedford Park Blvd - Grand Concourse & Bedford Park Blvd (NW),"B,D",40.872468,-73.887894
Bedford Park Blvd - Grand Concourse & Bedford Park Blvd (SE),"B,D",40.872198,-73.887788
Fordham Rd - Grand Concourse & 188th St (SW),"B,D",40.861401,-73.898098
Fordham Rd - Grand Concourse & Fordham Rd (NE),"B,D",40.862608,-73.896662
Fordham Rd - Grand Concourse & Fordham Rd (SE),"B,D",40.862296,-73.896885
Fordham Rd - Grand Concourse & 188th St (NE),"B,D",40.861322,-73.897355
Fordham Rd - Grand Concourse & 188th St (NW),"B,D",40.861592,-73.898019
Fordham Rd - Grand Concourse & 188th St (SE),"B,D",40.861147,-73.897424
Kingsbridge Rd - Grand Concourse & Kingsbridge Rd (NE),"B,D",40.866127,-73.893982
Kingsbridge Rd - Grand Concourse & Kingsbridge Rd (NW),"B,D",40.866369,-73.894521
Kingsbridge Rd - Grand Concourse & Kingsbridge Rd (NE),"B,D",40.866181,-73.894306
Kingsbridge Rd - Grand Concourse & 196th St (NW),"B,D",40.868114,-73.893195
Kingsbridge Rd - Grand Concourse & 196th St (SE),"B,D",40.867688,-73.892739
Norwood-205th St - Perry Ave & 205th St (SE),D,40.874021,-73.877501
Norwood-205th St - Perry Ave & 205th St (NW),D,40.874262,-73.877533
Norwood-205th St - Bainbridge Ave & 205th St (NE),D,40.875087,-73.87961
Norwood-205th St - Bainbridge Ave & 205th St (SE),D,40.874902,-73.879267
Tremont Av - Grand Concourse & Echo Pl (NW),"B,D",40.850124,-73.905841
Tremont Av - Grand Concourse & Echo Pl (SW),"B,D",40.849864,-73.906084
Tremont Av - Grand Concourse & 179th St (NE),"B,D",40.851176,-73.904263
Tremont Av - Grand Concourse & 179th St (SW),"B,D",40.851052,-73.905093
Tremont Av - Grand Concourse & Echo Pl (NE),"B,D",40.849968,-73.905226
Yankee Stadium-161st St - River Ave & 161st St (NE),"B,D,4",40.828011,-73.925588
Yankee Stadium-161st St - River Ave & 161st St (SW),"B,D,4",40.827545,-73.926202
Yankee Stadium-161st St - River Ave & 161st St (SW),"B,D,4",40.827471,-73.92625
Yankee Stadium-161st St - River Ave & 161st St (SE),"B,D,4",40.827488,-73.926004
Yankee Stadium-161st St - River Ave & 161st St (NE),"B,D,4",40.82784,-73.925715
Yankee Stadium-161st St - Walton Ave & 161st St (NW),"B,D,4",40.827539,-73.924156
Yankee Stadium-161st St - Walton Ave & 161st St (NW),"B,D,4",40.827572,-73.924028
Yankee Stadium-161st St - Walton Ave & 161st St (NW),"B,D,4",40.827372,-73.924217
21st St - Jackson Ave & 47th Ave (SW),G,40.744625,-73.949117
21st St - Jackson Ave & 47th Ave (SE),G,40.744552,-73.948425
21st St - Jackson Ave & 47th Ave (NW),G,40.744771,-73.948658
Bedford-Nostrand Avs - Bedford Ave & Lafayette Ave (NE),G,40.689543,-73.954998
Bedford-Nostrand Avs - Bedford Ave & Lafayette Ave (NW),G,40.6895,-73.955353
Bedford-Nostrand Avs - Bedford Ave & Lafayette Ave (SW),G,40.68933,-73.955318
Bedford-Nostrand Avs - Nostrand Ave & Lafayette Ave (SW),G,40.689757,-73.951612
Bedford-Nostrand Avs - Nostrand Ave & Lafayette Ave (NW),G,40.689995,-73.951616
Bedford-Nostrand Avs - Bedford Ave & Lafayette Ave (SE),G,40.689367,-73.954957
Broadway - Union Ave & Broadway (SE),G,40.705114,-73.950062
Broadway - Union Ave & Broadway (NE),G,40.705495,-73.950089
Broadway - Union Ave & Broadway (SW),G,40.705204,-73.95032
Broadway - Union Ave & Heyward St (NW),G,40.70549,-73.950554
Classon Av - Classon Ave & Lafayette Ave (SE),G,40.688781,-73.959871
Classon Av - Classon Ave & Lafayette Ave (SW),G,40.688753,-73.96019
Classon Av - Classon Ave & Lafayette Ave (NW),G,40.688942,-73.960215
Clinton-Washington Avs - Washington Ave & Lafayette Ave (SE),G,40.688157,-73.965579
Clinton-Washington Avs - Washington Ave & Lafayette Ave (NE),G,40.68846,-73.965749
Clinton-Washington Avs - Clinton Ave & Lafayette Ave (SW),G,40.687875,-73.967931
Clinton-Washington Avs - Clinton Ave & Lafayette Ave (NE),G,40.688114,-73.967575
Flushing Av - Union Ave & Flushing Ave (SW),G,40.699582,-73.950164
Flushing Av - Union Ave & Flushing Ave (NE),G,40.699985,-73.949895
Fulton St - Fort Greene Pl & Lafayette Ave (NW),G,40.68716,-73.976865
Fulton St - Fort Greene Pl & Lafayette Ave (NE),G,40.687159,-73.97629
Greenpoint Av - Manhattan Ave & India St (SW),G,40.732216,-73.954784
Greenpoint Av - Manhattan Ave & Greenpoint Ave (NW),G,40.730278,-73.954488
Greenpoint Av - Manhattan Ave & Greenpoint Ave (SE),G,40.730122,-73.954049
Greenpoint Av - Manhattan Ave & Greenpoint Ave (SW),G,40.73007,-73.954377
Greenpoint Av - Manhattan Ave & India St (SE),G,40.732258,-73.954379
Long Island City-Court Square - Court Square & Jackson Ave (SW),G,40.746243,-73.944011
Long Island City-Court Square - Jackson Ave & 45th Ave (NW),G,40.746869,-73.943522
Long Island City-Court Square - Jackson Ave & 45th Rd (NW),G,40.746214,-73.945115
Metropolitan Av - Union Ave & Metropolitan Ave (NE),"G,L",40.713747,-73.951768
Metropolitan Av - Union Ave & Metropolitan Ave (SE),"G,L",40.713744,-73.951455
Metropolitan Av - Union Ave & Metropolitan Ave (SW),"G,L",40.713927,-73.951737
Metropolitan Av - Union Ave & Metropolitan Ave (SW),"G,L",40.71414,-73.95135
Myrtle-Willoughby Avs - Marcy Ave & Myrtle Ave (NE),G,40.6955,-73.94896
Myrtle-Willoughby Avs - Marcy Ave & Myrtle Ave (NW),G,40.695436,-73.94948
Nassau Av - Manhattan Ave & Norman Ave (NE),G,40.725573,-73.951603
Nassau Av - Manhattan Ave & Nassau Ave (SW),G,40.72365,-73.950929
Nassau Av - Manhattan Ave & Nassau Ave (SE),G,40.723765,-73.950566
Nassau Av - Manhattan Ave & Nassau Ave (NW),G,40.72378,-73.950985
Nassau Av - Manhattan Ave & Nassau Ave (NE),G,40.723894,-73.950665
Nassau Av - Manhattan Ave & Norman Ave (NW),G,40.725446,-73.951974
18th Av - McDonald Ave & Parkville Ave (NW),F,40.628674,-73.976892
18th Av - McDonald Ave & 18th Ave (SW),F,40.630531,-73.977251
18th Av - McDonald Ave & 18th Ave (SE),F,40.630562,-73.976995
18th Av - McDonald Ave & Parkville Ave (NE),F,40.628708,-73.976646
Av I - McDonald Ave & Avenue J (NW),F,40.624263,-73.976049
Av I - McDonald Ave & Avenue I (NW),F,40.626133,-73.976407
Av I - McDonald Ave & Avenue I (NE),F,40.626163,-73.976177
Av I - McDonald Ave & Avenue J (NE),F,40.624301,-73.975817
Av N - McDonald Ave & Avenue M (SW),F,40.616121,-73.974507
Av N - McDonald Ave & Avenue N (NW),F,40.614279,-73.97418
Av N - McDonald Ave & Avenue N (NE),F,40.614304,-73.97391
Av N - McDonald Ave & Avenue M (SE),F,40.61616,-73.97427
Av P - McDonald Ave & Avenue P (SW),F,40.608615,-73.973097
Av P - McDonald Ave & Avenue P (NE),F,40.609041,-73.972904
Av U - McDonald Ave & Gravesend Neck Rd (SW),F,40.595053,-73.973623
Av U - McDonald Ave & Avenue U (SW),F,40.596701,-73.973402
Av U - McDonald Ave & Avenue U (SE),F,40.596897,-73.973137
Av U - McDonald Ave & Gravesend Neck Rd (SE),F,40.595027,-73.973382
Av X - McDonald Ave & Avenue X (NW),F,40.590521,-73.974242
Av X - McDonald Ave & Avenue X (NE),F,40.590266,-73.974051
Bay Parkway-22nd Av - McDonald Ave & Bay Pkwy (SE),F,40.620825,-73.975138
Bay Parkway-22nd Av - McDonald Ave & Bay Pkwy (SW),F,40.620797,-73.975479
Bay Parkway-22nd Av - McDonald Ave & Bay Pkwy (NW),F,40.621162,-73.975467
Ditmas Av - McDonald Ave & Ditmas Ave (SE),F,40.635389,-73.977914
Ditmas Av - McDonald Ave & Cortelyou Rd (SE),F,40.637107,-73.978257
Ditmas Av - McDonald Ave & Cortelyou Rd (SW),F,40.637093,-73.978463
Ditmas Av - McDonald Ave & Ditmas Ave (SW),F,40.635434,-73.978289
Kings Highway - McDonald Ave & Kings Hwy (SW),F,40.604007,-73.972393
Kings Highway - McDonald Ave & Avenue S (NW),F,40.602197,-73.97264
Kings Highway - McDonald Ave & Avenue S (NE),F,40.602178,-73.972379
Kings Highway - McDonald Ave & Kings Hwy (SE),F,40.603999,-73.972124
Neptune Av-Van Siclen - West 6th St & Neptune Ave (NE),F,40.580576,-73.974443
Neptune Av-Van Siclen - West 6th St & Neptune Ave (NW),F,40.580547,-73.974778
Broadway Junction-East New York - Fulton St & Van Sinderen Ave (SW),"A,C,J,L",40.678334,-73.903922
Clinton & Washington Avs - Washington Ave & Fulton Ave (SE),C,40.682868,-73.96463
Clinton & Washington Avs - Clinton Ave & Fulton Ave (NE),C,40.683653,-73.966797
Clinton & Washington Avs - Clinton Ave & Fulton Ave (SE),C,40.683317,-73.966741
Clinton & Washington Avs - Washington Ave & Fulton Ave (NE),C,40.683172,-73.964689
Clinton & Washington Avs - Clinton Ave & Fulton Ave (NW),C,40.683695,-73.967069
Euclid Av - Euclid Ave & Pitkin Ave (SE),"A,C",40.675301,-73.871801
Euclid Av - Pitkin &  (NE),"A,C",40.675554,-73.871875
Euclid Av - Euclid Ave & Pitkin Ave (NW),"A,C",40.675478,-73.872109
Euclid Av - Euclid Ave & Pitkin Ave (SW),"A,C",40.675274,-73.872115
Euclid Av - Euclid Ave & Pitkin Ave (NE),"A,C",40.675533,-73.871742
Franklin Av - Franklin Ave & Fulton St (NE),"A,C,FS",40.681256,-73.95559
Hoyt & Schermerhorn - Bond St & Schermerhorn St (NW),"A,C,G",40.688396,-73.984216
Hoyt & Schermerhorn - Hoyt St & Schermerhorn St (NE),"A,C,G",40.689085,-73.985941
Jay St - Borough Hall - Jay St & Willoughby St (NE),"A,C,F,R",40.692397,-73.987162
Jay St - Borough Hall - Jay St & Willoughby St (NE),"A,C,F,R",40.692329,-73.987167
Jay St - Borough Hall - Jay St & Metrotech Walk (SE),"A,C,F,R",40.693491,-73.987089
Jay St - Borough Hall - Jay St & Metrotech Walk (SW),"A,C,F,R",40.693153,-73.987408
Jay St - Borough Hall - Jay St & Fulton St (NE),"A,C,F,R",40.691559,-73.987208
Jay St - Borough Hall - Jay St & Fulton St (NW),"A,C,F,R",40.6917,-73.987461
Jay St - Borough Hall - Jay St & Metrotech Walk (SW),"A,C,F,R",40.693153,-73.987484
Jay St - Borough Hall - Jay St & Metrotech Walk (SW),"A,C,F,R",40.693243,-73.987402
Jay St - Borough Hall - Jay St & Willoughby St (NW),"A,C,F,R",40.692394,-73.987491
Jay St - Borough Hall - Jay St & Willoughby St (NW),"A,C,F,R",40.692393,-73.987443
Jay St - Borough Hall - Jay St & Willoughby St (NW),"A,C,F,R",40.692336,-73.987494
Jay St - Borough Hall - Jay St & Willoughby St (NW),"A,C,F,R",40.692335,-73.987446
Jay St - Borough Hall - Jay St & Metrotech Walk (SW),"A,C,F,R",40.693243,-73.987481
Kingston-Throop - Kingston Ave & Fulton St (SE),"A,C",40.679804,-73.941119
Kingston-Throop - Throop Ave & Fulton St (NE),"A,C",40.68001,-73.940247
Kingston-Throop - Throop Ave & Fulton St (NW),"A,C",40.680057,-73.940483
Kingston-Throop - Kingston Ave & Fulton St (SW),"A,C",40.679728,-73.941362
Lafayette Av - Oxford St & Fulton Ave (SW),C,40.685559,-73.9729
Lafayette Av - Portland Ave & Fulton Ave (NW),C,40.686553,-73.974606
Lafayette Av - Portland Ave & Fulton Ave (SW),C,40.686119,-73.974517
Lafayette Av - Portland Ave & Fulton Ave (NE),C,40.686409,-73.974347
Lafayette Av - Portland Ave & Fulton Ave (SE),C,40.686041,-73.974278
Lafayette Av - Oxford St & Fulton Ave (NE),C,40.686077,-73.973308
Lafayette Av - Oxford St & Fulton Ave (NE),C,40.685789,-73.97276
Lafayette Av - Oxford St & Fulton Ave (SW),C,40.6857,-73.973526
Lafayette Av - Oxford St & Fulton Ave (NE),C,40.685969,-73.973021
Liberty Av - Pennsylvania Ave & Liberty Ave (NW),"A,C",40.67443,-73.896776
Liberty Av - Pennsylvania Ave & Liberty Ave (SE),"A,C",40.674268,-73.896312
Liberty Av - Pennsylvania Ave & Liberty Ave (SW),"A,C",40.674242,-73.896645
Liberty Av - Pennsylvania Ave & Liberty Ave (NE),"A,C",40.674567,-73.896364
Nostrand Av - Nostrand Ave & Fulton St (SE),"A,C",40.680228,-73.949414
Nostrand Av - Nostrand Ave & Fulton St (SW),"A,C",40.680262,-73.949635
Nostrand Av - Nostrand Ave & Fulton St (NW),"A,C",40.680572,-73.949753
Nostrand Av - Nostrand Ave & Fulton St (NE),"A,C",40.680547,-73.949515
Ralph Av - Ralph Ave & Fulton St (SE),"A,C",40.678702,-73.921552
Ralph Av - Ralph Ave & Mac Dougal St (NE),"A,C",40.679164,-73.92187
Ralph Av - Ralph Ave & Fulton St (NE),"A,C",40.678984,-73.921442
Rockaway Av - Rockaway Ave & Fulton St (NE),"A,C",40.678513,-73.910773
Rockaway Av - Hopkinson Ave & Fulton St (NW),"A,C",40.678594,-73.913732
Rockaway Av - Hopkinson Ave & Fulton St (SW),"A,C",40.678317,-73.913651
Rockaway Av - Rockaway Ave & Fulton St (NW),"A,C",40.67846,-73.910971
Rockaway Av - Rockaway Ave & Fulton St (SE),"A,C",40.678017,-73.910661
Rockaway Av - Rockaway Ave & Fulton St (SW),"A,C",40.678142,-73.910875
Shepherd Av - Shepherd Ave & Pitkin Ave (NE),"A,C",40.674303,-73.880749
Shepherd Av - Shepherd Ave & Pitkin Ave (NW),"A,C",40.673989,-73.880869
Shepherd Av - Shepherd Ave & Pitkin Ave (SW),"A,C",40.674234,-73.880927
Shepherd Av - Shepherd Ave & Pitkin Ave (SE),"A,C",40.67397,-73.880667
Utica Av - Stuyvesant Ave & Fulton St (NW),"A,C",40.67953,-73.932021
Utica Av - Stuyvesant Ave & Fulton St (SW),"A,C",40.679346,-73.931987
Utica Av - Utica Ave & Fulton St (NW),"A,C",40.679487,-73.929725
Utica Av - Utica Ave & Fulton St (SW),"A,C",40.679095,-73.930044
Van Siclen Av - Van Siclen Ave & Pitkin Ave (SE),"A,C",40.672479,-73.890164
Van Siclen Av - Van Siclen Ave & Pitkin Ave (SW),"A,C",40.672545,-73.890381
Van Siclen Av - Van Siclen Ave & Pitkin Ave (NW),"A,C",40.672771,-73.890584
Van Siclen Av - Van Siclen Ave & Pitkin Ave (NE),"A,C",40.67285,-73.890257
104th St-Oxford Av - 104th St & Liberty Ave (SE),A,40.681994,-73.836742
104th St-Oxford Av - 104th St & Liberty Ave (NE),A,40.68212,-73.836836
111th St-Greenwood Av - 109th St & Liberty Ave (SE),A,40.683972,-73.832816
111th St-Greenwood Av - 111th St & Liberty Ave (NE),A,40.684874,-73.830943
111th St-Greenwood Av - 111th St & Liberty Ave (SE),A,40.684732,-73.830898
111th St-Greenwood Av - 109th St & Liberty Ave (NW),A,40.684111,-73.832889
80th St-Hudson St - 77th St & Liberty Ave (NE),A,40.679361,-73.860284
80th St-Hudson St - 80th St & Liberty Ave (NE),A,40.679498,-73.858049
80th St-Hudson St - 80th St & Liberty Ave (SE),A,40.679371,-73.858024
80th St-Hudson St - 77th St & Liberty Ave (SE),A,40.679215,-73.860291
88th St-Boyd Av - 88th St & Liberty Ave (NE),A,40.679973,-73.850413
88th St-Boyd Av - 88th St & Liberty Ave (SE),A,40.679828,-73.850401
Grant Av - Grant Ave & Pitkin Ave (NE),A,40.676735,-73.865491
Lefferts Blvd - 116th St & Liberty Ave (NW),A,40.685868,-73.827107
Lefferts Blvd - Lefferts Blvd & Liberty Ave (SW),A,40.686103,-73.824314
Lefferts Blvd - Lefferts Blvd & Liberty Ave (NW),A,40.686234,-73.824378
Lefferts Blvd - 116th St & Liberty Ave (SW),A,40.68572,-73.827092
Rockaway Blvd - 97th St & Liberty Ave (NW),A,40.680611,-73.842537
Rockaway Blvd - 97th St & Liberty Ave (SW),A,40.680774,-73.842558
Rockaway Blvd - 94th St & Liberty Ave (SW),A,40.680158,-73.845131
Rockaway Blvd - 94th St & Liberty Ave (NW),A,40.680305,-73.845159
169th St - 169th St & Hillside Ave (NW),F,40.71083,-73.793248
169th St - 169th St & Hillside Ave (SE),F,40.710563,-73.792853
169th St - 169th St & Hillside Ave (NE),F,40.710968,-73.792761
169th St - 169th St & Hillside Ave (SW),F,40.710495,-73.793022
169th St - 168th St & Hillside Ave (SW),F,40.709812,-73.794712
169th St - 168th St & Hillside Ave (NW),F,40.710154,-73.794922
169th St - 168th St & Hillside Ave (SE),F,40.709852,-73.794564
169th St - 168th St & Hillside Ave (NE),F,40.710184,-73.79473
23rd St-Ely Av - Hunter St & 44th Ave (SW),"E,G,M,7",40.747371,-73.944287
23rd St-Ely Av - 23rd St & 44th Ave (NE),"E,G,M,7",40.747706,-73.944626
23rd St-Ely Av - 21st St & 44th Ave (NE),"E,G,M,7",40.748195,-73.947163
23rd St-Ely Av - 21st St & 44th Ave (SE),"E,G,M,7",40.747954,-73.94724
36th St - 36th St & Northern Blvd (NE),"M,R",40.752238,-73.927662
36th St - 36th St & Northern Blvd (SE),"M,R",40.75193,-73.927141
36th St - 35th St & 38th Ave (NE),"M,R",40.752232,-73.928775
36th St - 35th St & 38th Ave (SW),"M,R",40.752198,-73.929263
36th St - 34th St & Northern Blvd (SW),"M,R",40.751868,-73.930585
46th St - 48th St & Broadway (SE),"M,R",40.755813,-73.912642
46th St - 46th St & Broadway (SW),"M,R",40.756624,-73.914407
46th St - 48th St & Newtown Rd (NE),"M,R",40.756029,-73.91218
46th St - 46th St & Broadway (NW),"M,R",40.756868,-73.914303
5th Av-53rd St - Madison Ave & 53rd St (NE),"E,M",40.759721,-73.973858
5th Av-53rd St - 5th Ave & 53rd St (SE),"E,M",40.760267,-73.975638
5th Av-53rd St - 5th Ave & 53rd St (NE),"E,M",40.760373,-73.975562
5th Av-53rd St - 5th Ave & 53rd St (SW),"E,M",40.760422,-73.976146
5th Av-53rd St - Madison Ave & 53rd St (SE),"E,M",40.759556,-73.974068
63rd Drive-Rego Park - 63rd Dr & Queens Blvd (NW),"M,R",40.730037,-73.861343
63rd Drive-Rego Park - 63rd Dr & Queens Blvd (SW),"M,R",40.729574,-73.861751
63rd Drive-Rego Park - 64th Rd & Queens Blvd (SE),"M,R",40.728847,-73.859668
63rd Drive-Rego Park - 63rd Rd & Queens Blvd (NE),"M,R",40.730417,-73.862373
63rd Drive-Rego Park - 63rd Rd & Queens Blvd (NE),"M,R",40.729265,-73.860814
63rd Drive-Rego Park - 63rd Rd & Queens Blvd (SW),"M,R",40.729953,-73.862699
63rd Drive-Rego Park - 64th Rd & Queens Blvd (NW),"M,R",40.729774,-73.860489
65th St - 65th St & Broadway (NE),"M,R",40.74933,-73.897382
65th St - 65th St & Broadway (SE),"M,R",40.749145,-73.897495
67th Av - 67th Dr & Queens Blvd (NW),"M,R",40.726367,-73.851592
67th Av - 67th Dr & Queens Blvd (SW),"M,R",40.72603,-73.852186
67th Av - 67th Ave & Queens Blvd (NE),"M,R",40.727073,-73.853226
67th Av - 67th Ave & Queens Blvd (SE),"M,R",40.726598,-73.853534
75th Av - 75th Rd & Queens Blvd (SE),"E,F",40.717895,-73.836743
75th Av - 75th & Queens Blvd (SW),"E,F",40.718574,-73.838257
75th Av - 75th & Queens Blvd (NW),"E,F",40.719061,-73.837916
7th Av - 7th Ave & 53rd St (NE),"B,D,E",40.762937,-73.981578
7th Av - Broadway & 53rd St (NE),"B,D,E",40.763388,-73.982495
7th Av - Broadway & 53rd St (SE),"B,D,E",40.763141,-73.982666
7th Av - 7th Ave & 53rd St (SE),"B,D,E",40.762793,-73.98169
Briarwood-Van Wyck Blvd - Van Wyck Blvd & Queens Blvd (SW),F,40.708068,-73.820111
